Customer_id,Tenure,Monthly_charges,Total_charges,Contract,Payment_method,Internet_service,Tech_support,Online_security,Support_calls,Churn,Tenure_category,Consumption_category,Support_calls_category,Churn_predict,Probability,Risc_seg
3759,49,69.76,3418.24,Month-to-month,Credit,Unknow,Yes,No,3,0,Loyal (36-60),Medium,Atention(2-4),0,0.25010154056617445,Low
3760,45,105.02,4725.9,One year,Upi,Fiber,No,No,3,1,Loyal (36-60),High,Atention(2-4),1,0.8038968076085636,High
3761,66,44.71,2950.86,Month-to-month,Upi,Dsl,Yes,Yes,2,0,Veteran (+60),Medium,Stable(0-2),0,0.13234391783241806,Low
3762,45,37.53,1688.85,Month-to-month,Debit,Fiber,Yes,Yes,3,0,Loyal (36-60),Medium,Atention(2-4),0,0.2241717006179044,Low
3763,20,104.94,2098.8,Two year,Cash,Dsl,Yes,Yes,3,0,Adapting (12-24),High,Atention(2-4),0,0.3156088540064129,Medium
3764,64,41.29,2642.56,One year,Credit,Dsl,No,Yes,1,0,Veteran (+60),Medium,Stable(0-2),0,0.1421541177926872,Low
3765,67,94.62,6339.54,Two year,Debit,Dsl,Yes,Yes,0,1,Veteran (+60),High,Stable(0-2),0,0.2729678639043582,Low
3766,3,54.46,163.38,One year,Credit,Fiber,No,No,1,0,New (0-12),Medium,Stable(0-2),0,0.20585904253824525,Low
3767,54,94.82,5120.28,Month-to-month,Upi,Unknow,No,No,0,1,Loyal (36-60),High,Stable(0-2),1,0.7088277042479526,High
3768,64,110.76,7088.64,Month-to-month,Upi,Fiber,No,Yes,0,0,Veteran (+60),High,Stable(0-2),1,0.669547609172535,Medium
3769,40,118.16,4726.4,Two year,Cash,Fiber,Yes,No,0,0,Loyal (36-60),High,Stable(0-2),0,0.13733315068489124,Low
3770,59,55.98,3302.82,One year,Upi,Fiber,Yes,Yes,0,0,Loyal (36-60),Medium,Stable(0-2),0,0.14087697681567396,Low
3771,55,56.75,3121.25,Two year,Cash,Fiber,Yes,No,1,0,Loyal (36-60),Medium,Stable(0-2),0,0.13516461294183663,Low
3772,62,118.14,7324.68,Month-to-month,Upi,Fiber,No,No,1,1,Veteran (+60),High,Stable(0-2),1,0.7384910014654987,High
3773,4,106.15,424.6,Month-to-month,Credit,Fiber,Yes,No,2,1,New (0-12),High,Stable(0-2),1,0.8139024650678818,High
3774,60,24.51,1470.6,Two year,Credit,Fiber,No,No,0,0,Veteran (+60),Medium,Stable(0-2),0,0.1896688980603721,Low
3775,30,77.34,2320.2,Month-to-month,Debit,Dsl,No,No,0,0,Stable (24-36),High,Stable(0-2),0,0.2126061633112689,Low
3776,2,38.12,76.24,Month-to-month,Debit,Dsl,No,Yes,3,1,New (0-12),Medium,Atention(2-4),1,0.856789596166724,High
3777,62,119.4,7402.8,Month-to-month,Debit,Fiber,Yes,Yes,2,0,Veteran (+60),High,Stable(0-2),0,0.29091874956567193,Low
3778,49,33.89,1660.61,One year,Debit,Fiber,No,Yes,5,0,Loyal (36-60),Medium,Critic(4+),0,0.3214760205300969,Medium
3779,9,75.93,683.37,Month-to-month,Debit,Fiber,No,Yes,1,0,New (0-12),High,Stable(0-2),0,0.30755771468976073,Medium
3780,31,86.52,2682.12,One year,Debit,Fiber,Yes,Yes,0,0,Stable (24-36),High,Stable(0-2),0,0.15610148798893256,Low
3781,61,113.71,6936.31,Two year,Cash,Fiber,Yes,No,2,0,Veteran (+60),High,Stable(0-2),0,0.139213838998753,Low
3782,48,104.73,5027.04,Month-to-month,Cash,Dsl,No,No,0,1,Loyal (36-60),High,Stable(0-2),1,0.7065267499832707,High
3783,25,44.58,1114.5,Month-to-month,Upi,Dsl,No,No,1,0,Stable (24-36),Medium,Stable(0-2),0,0.14309231311322124,Low
3784,36,77.26,2781.36,Month-to-month,Cash,Dsl,Yes,No,1,0,Loyal (36-60),High,Stable(0-2),0,0.1405384215597325,Low
3785,8,115.36,922.88,Month-to-month,Credit,Unknow,No,Yes,0,1,New (0-12),High,Stable(0-2),1,0.7167107753027112,High
3786,58,93.57,5427.06,Month-to-month,Cash,Fiber,No,No,4,0,Loyal (36-60),High,Atention(2-4),1,0.8291454018369329,High
3787,45,88.83,3997.35,Month-to-month,Debit,Fiber,No,Yes,3,1,Loyal (36-60),High,Atention(2-4),1,0.9020086669493795,High
3788,62,95.49,5920.38,Month-to-month,Cash,Dsl,Yes,No,4,0,Veteran (+60),High,Atention(2-4),1,0.6315168959465723,Medium
3789,39,52.25,2037.75,Month-to-month,Credit,Dsl,Yes,Yes,2,0,Loyal (36-60),Medium,Stable(0-2),0,0.14826997134851075,Low
3790,58,92.93,5389.94,One year,Upi,Fiber,Yes,Yes,3,0,Loyal (36-60),High,Atention(2-4),0,0.2555640359280403,Low
3791,64,43.29,2770.56,Two year,Cash,Dsl,No,Yes,1,1,Veteran (+60),Medium,Stable(0-2),0,0.19117794613625963,Low
3792,44,62.81,2763.64,Month-to-month,Credit,Dsl,No,No,2,0,Loyal (36-60),Medium,Stable(0-2),0,0.16363699803811607,Low
3793,29,108.99,3160.71,One year,Cash,Fiber,No,No,2,0,Stable (24-36),High,Stable(0-2),0,0.22461004281295965,Low
3794,59,21.9,1292.1,Month-to-month,Upi,Fiber,No,Yes,1,0,Loyal (36-60),Medium,Stable(0-2),0,0.15520046771129606,Low
3795,71,61.43,4361.53,Month-to-month,Cash,Dsl,No,No,2,0,Veteran (+60),Medium,Stable(0-2),0,0.17354120164875883,Low
3796,9,46.68,420.12,Month-to-month,Credit,Dsl,No,No,3,1,New (0-12),Medium,Atention(2-4),1,0.7068746714455613,High
3797,6,39.86,239.16,One year,Upi,Dsl,No,No,0,0,New (0-12),Medium,Stable(0-2),0,0.2234208070166382,Low
3798,29,103.86,3011.94,Month-to-month,Upi,Fiber,Yes,No,1,0,Stable (24-36),High,Stable(0-2),0,0.25034840192927815,Low
3799,58,89.65,5199.7,Month-to-month,Upi,Fiber,No,No,1,1,Loyal (36-60),High,Stable(0-2),1,0.7199451778360269,High
3800,17,31.26,531.42,Two year,Upi,Dsl,Yes,Yes,1,0,Adapting (12-24),Medium,Stable(0-2),0,0.14513722346056157,Low
3801,16,69.45,1111.2,Month-to-month,Debit,Dsl,No,No,1,0,Adapting (12-24),Medium,Stable(0-2),0,0.16168492260119988,Low
3802,3,66.69,200.07,Month-to-month,Debit,Dsl,No,No,1,0,New (0-12),Medium,Stable(0-2),1,0.6309086025863928,Medium
3803,21,34.25,719.25,One year,Cash,Dsl,No,No,0,0,Adapting (12-24),Medium,Stable(0-2),0,0.11527040235236503,Low
3804,64,99.98,6398.72,Month-to-month,Cash,Fiber,No,Yes,2,1,Veteran (+60),High,Stable(0-2),1,0.7478273054957941,High
3805,36,56.67,2040.12,Month-to-month,Upi,Dsl,Yes,No,0,0,Loyal (36-60),Medium,Stable(0-2),0,0.14883737353373447,Low
3806,62,96.19,5963.78,Month-to-month,Credit,Fiber,No,No,1,1,Veteran (+60),High,Stable(0-2),1,0.7411401779178084,High
3807,42,39.21,1646.82,One year,Credit,Fiber,Yes,No,1,0,Loyal (36-60),Medium,Stable(0-2),0,0.1510239174027837,Low
3808,42,51.51,2163.42,Month-to-month,Debit,Dsl,No,No,3,1,Loyal (36-60),Medium,Atention(2-4),1,0.7366253367391816,High
3809,61,29.52,1800.72,One year,Credit,Fiber,No,Yes,1,0,Veteran (+60),Medium,Stable(0-2),0,0.1691190381621501,Low
3810,13,34.35,446.55,Two year,Upi,Fiber,No,Yes,0,0,Adapting (12-24),Medium,Stable(0-2),0,0.11773804793120299,Low
3811,11,108.32,1191.52,Two year,Cash,Dsl,Yes,No,2,0,New (0-12),High,Stable(0-2),0,0.1373796550295458,Low
3812,54,30.91,1669.14,Month-to-month,Cash,Fiber,No,No,2,0,Loyal (36-60),Medium,Stable(0-2),0,0.16132789740654058,Low
3813,16,29.57,473.12,One year,Upi,Fiber,Yes,Yes,2,0,Adapting (12-24),Medium,Stable(0-2),0,0.16691684762543255,Low
3814,8,114.04,912.32,Month-to-month,Credit,Fiber,No,No,0,1,New (0-12),High,Stable(0-2),1,0.6919609714840356,Medium
3815,59,84.59,4990.81,Two year,Debit,Fiber,Yes,No,0,0,Loyal (36-60),High,Stable(0-2),0,0.14160917790897568,Low
3816,57,30.09,1715.13,Two year,Debit,Fiber,No,Yes,1,0,Loyal (36-60),Medium,Stable(0-2),0,0.14722160779062654,Low
3817,40,117.17,4686.8,Month-to-month,Cash,Dsl,Yes,No,1,0,Loyal (36-60),High,Stable(0-2),0,0.2434036715399284,Low
3818,59,34.71,2047.89,One year,Credit,Dsl,No,No,0,1,Loyal (36-60),Medium,Stable(0-2),0,0.17381734808839008,Low
3819,2,96.63,193.26,Two year,Debit,Dsl,Yes,No,0,1,New (0-12),High,Stable(0-2),1,0.9190056176799527,High
3820,10,23.49,234.9,Month-to-month,Credit,Fiber,No,No,0,0,New (0-12),Medium,Stable(0-2),0,0.2068256104286364,Low
3821,44,82.45,3627.8,One year,Credit,Dsl,No,No,3,1,Loyal (36-60),High,Atention(2-4),1,0.8602413208186412,High
3822,11,74.67,821.37,One year,Debit,Fiber,No,No,1,0,New (0-12),High,Stable(0-2),0,0.15781836844464636,Low
3823,2,40.8,81.6,Two year,Cash,Dsl,No,No,2,1,New (0-12),Medium,Stable(0-2),1,0.5522030671580419,Medium
3824,50,84.31,4215.5,Month-to-month,Credit,Fiber,No,No,0,1,Loyal (36-60),High,Stable(0-2),1,0.7156347193892886,High
3825,12,81.71,980.52,Two year,Debit,Unknow,No,No,0,0,Adapting (12-24),High,Stable(0-2),0,0.2649169274577315,Low
3826,23,99.84,2296.32,One year,Upi,Fiber,Yes,Yes,3,1,Adapting (12-24),High,Atention(2-4),0,0.4641123543224257,Medium
3827,18,107.59,1936.62,Month-to-month,Upi,Dsl,No,No,0,1,Adapting (12-24),High,Stable(0-2),1,0.6993590323188731,Medium
3828,62,71.01,4402.62,One year,Cash,Fiber,No,No,1,0,Veteran (+60),High,Stable(0-2),0,0.16824308658729015,Low
3829,62,69.03,4279.86,Month-to-month,Debit,Dsl,No,No,1,1,Veteran (+60),Medium,Stable(0-2),0,0.19770496135523674,Low
3830,38,82.16,3122.08,Month-to-month,Credit,Fiber,No,No,3,1,Loyal (36-60),High,Atention(2-4),1,0.8764676961179583,High
3831,67,92.92,6225.64,One year,Upi,Dsl,Yes,No,0,0,Veteran (+60),High,Stable(0-2),0,0.10992314844835756,Low
3832,38,55.62,2113.56,Two year,Credit,Dsl,Yes,No,2,0,Loyal (36-60),Medium,Stable(0-2),0,0.13538614501350313,Low
3833,67,70.46,4720.82,Two year,Upi,Dsl,No,No,1,0,Veteran (+60),High,Stable(0-2),0,0.1449074868014536,Low
3834,61,78.51,4789.11,Month-to-month,Debit,Fiber,No,No,1,1,Veteran (+60),High,Stable(0-2),0,0.22048796319728917,Low
3835,1,118.84,118.84,Month-to-month,Credit,Dsl,No,No,4,1,New (0-12),High,Atention(2-4),1,0.7837050329926801,High
3836,45,78.77,3544.65,Two year,Cash,Dsl,No,Yes,0,0,Loyal (36-60),High,Stable(0-2),0,0.1441895510005771,Low
3837,28,42.42,1187.76,Two year,Debit,Dsl,No,No,1,0,Stable (24-36),Medium,Stable(0-2),0,0.1822957432831663,Low
3838,21,78.8,1654.8,Two year,Credit,Dsl,Yes,No,1,0,Adapting (12-24),High,Stable(0-2),0,0.1029904884244762,Low
3839,13,101.95,1325.35,Month-to-month,Upi,Dsl,No,No,1,1,Adapting (12-24),High,Stable(0-2),1,0.708113536114794,High
3840,27,105.74,2854.98,One year,Debit,Dsl,Yes,No,2,0,Stable (24-36),High,Stable(0-2),0,0.12058249225470273,Low
3841,7,100.03,700.21,Two year,Cash,Dsl,No,No,3,1,New (0-12),High,Atention(2-4),1,0.7872599324479531,High
3842,22,108.82,2394.04,Month-to-month,Upi,Fiber,No,Yes,2,1,Adapting (12-24),High,Stable(0-2),1,0.7197038116514787,High
3843,53,53.48,2834.44,Month-to-month,Credit,Dsl,Yes,No,1,0,Loyal (36-60),Medium,Stable(0-2),0,0.13873151211804122,Low
3844,4,70.76,283.04,Two year,Credit,Fiber,No,Yes,2,0,New (0-12),High,Stable(0-2),0,0.3931600455085555,Medium
3845,23,97.96,2253.08,Month-to-month,Debit,Fiber,No,Yes,3,1,Adapting (12-24),High,Atention(2-4),1,0.8024277116119811,High
3846,70,46.44,3250.8,Month-to-month,Cash,Dsl,Yes,Yes,0,1,Veteran (+60),Medium,Stable(0-2),0,0.19087811342387778,Low
3847,33,57.16,1886.28,Month-to-month,Upi,Dsl,No,No,3,1,Stable (24-36),Medium,Atention(2-4),1,0.7476036659781612,High
3848,28,103.12,2887.36,Month-to-month,Debit,Fiber,No,No,0,1,Stable (24-36),High,Stable(0-2),1,0.7434658022655072,High
3849,8,97.01,776.08,Month-to-month,Cash,Dsl,Yes,No,2,1,New (0-12),High,Stable(0-2),0,0.2488509599957509,Low
3850,1,117.12,117.12,Month-to-month,Upi,Dsl,No,No,2,1,New (0-12),High,Stable(0-2),1,0.9073509764238954,High
3851,37,119.6,4425.2,Month-to-month,Cash,Fiber,Yes,No,1,0,Loyal (36-60),High,Stable(0-2),0,0.24558965846489667,Low
3852,63,44.07,2776.41,Two year,Cash,Fiber,No,Yes,1,0,Veteran (+60),Medium,Stable(0-2),0,0.17005947491235815,Low
3853,22,110.04,2420.88,Month-to-month,Upi,Dsl,No,No,2,1,Adapting (12-24),High,Stable(0-2),1,0.7144716642146633,High
3854,70,29.45,2061.5,Month-to-month,Credit,Fiber,Yes,No,5,0,Veteran (+60),Medium,Critic(4+),0,0.19814143147385485,Low
3855,21,90.98,1910.58,Month-to-month,Credit,Dsl,No,Yes,3,1,Adapting (12-24),High,Atention(2-4),1,0.8687627802220519,High
3856,35,42.01,1470.35,One year,Cash,Fiber,No,No,1,0,Stable (24-36),Medium,Stable(0-2),0,0.14494805692102922,Low
3857,5,50.03,250.15,Month-to-month,Cash,Fiber,Yes,Yes,3,1,New (0-12),Medium,Atention(2-4),1,0.7771011119978684,High
3858,60,114.63,6877.8,Month-to-month,Debit,Fiber,No,No,1,1,Veteran (+60),High,Stable(0-2),1,0.7415666315002822,High
3859,46,46.32,2130.72,Month-to-month,Credit,Fiber,No,No,2,0,Loyal (36-60),Medium,Stable(0-2),0,0.17719313899317057,Low
3860,50,87.32,4366.0,Two year,Credit,Dsl,No,No,0,0,Loyal (36-60),High,Stable(0-2),0,0.27565153902188455,Low
3861,48,37.81,1814.88,One year,Cash,Dsl,No,No,2,1,Loyal (36-60),Medium,Stable(0-2),0,0.15963669110351325,Low
3862,6,29.34,176.04,Month-to-month,Debit,Fiber,Yes,Yes,0,0,New (0-12),Medium,Stable(0-2),0,0.18735892520282427,Low
3863,56,53.93,3020.08,Two year,Debit,Dsl,No,Yes,1,1,Loyal (36-60),Medium,Stable(0-2),0,0.16744963854659609,Low
3864,59,82.42,4862.78,Month-to-month,Debit,Fiber,No,Yes,2,1,Loyal (36-60),High,Stable(0-2),1,0.7296561294648825,High
3865,29,44.79,1298.91,Month-to-month,Upi,Fiber,Yes,No,1,0,Stable (24-36),Medium,Stable(0-2),0,0.14600993139697696,Low
3866,71,50.02,3551.42,Month-to-month,Upi,Dsl,No,No,0,1,Veteran (+60),Medium,Stable(0-2),0,0.14435411554947244,Low
3867,18,90.87,1635.66,Month-to-month,Upi,Dsl,No,No,2,1,Adapting (12-24),High,Stable(0-2),1,0.7077324136491501,High
3868,2,30.28,60.56,One year,Debit,Fiber,No,No,0,0,New (0-12),Medium,Stable(0-2),0,0.2123235023927804,Low
3869,8,64.69,517.52,Month-to-month,Credit,Fiber,No,No,2,0,New (0-12),Medium,Stable(0-2),0,0.14046737713657492,Low
3870,54,114.17,6165.18,One year,Upi,Unknow,Yes,Yes,3,0,Loyal (36-60),High,Atention(2-4),0,0.28279174097602444,Low
3871,38,59.7,2268.6,Month-to-month,Cash,Dsl,Yes,Yes,0,0,Loyal (36-60),Medium,Stable(0-2),0,0.15410796049728492,Low
3872,48,63.42,3044.16,Month-to-month,Cash,Unknow,No,No,0,0,Loyal (36-60),Medium,Stable(0-2),0,0.14215957961963552,Low
3873,27,93.82,2533.14,One year,Cash,Fiber,No,No,2,1,Stable (24-36),High,Stable(0-2),0,0.24700945779147626,Low
3874,20,97.9,1958.0,Two year,Credit,Dsl,No,No,0,1,Adapting (12-24),High,Stable(0-2),0,0.3304786107991388,Medium
3875,12,96.96,1163.52,Month-to-month,Upi,Dsl,No,No,3,1,Adapting (12-24),High,Atention(2-4),1,0.8465721450856855,High
3876,43,119.79,5150.97,Month-to-month,Credit,Dsl,Yes,Yes,1,0,Loyal (36-60),High,Stable(0-2),0,0.2649613242929071,Low
3877,61,27.15,1656.15,One year,Upi,Dsl,No,No,1,0,Veteran (+60),Medium,Stable(0-2),0,0.12877729363626017,Low
3878,31,118.23,3665.13,One year,Cash,Dsl,No,Yes,1,0,Stable (24-36),High,Stable(0-2),0,0.2522111343992503,Low
3879,61,115.02,7016.22,Month-to-month,Cash,Fiber,No,No,4,1,Veteran (+60),High,Atention(2-4),1,0.8859270993238701,High
3880,67,105.21,7049.07,Month-to-month,Credit,Unknow,Yes,No,0,0,Veteran (+60),High,Stable(0-2),0,0.21573443183608143,Low
3881,35,65.41,2289.35,One year,Upi,Fiber,Yes,Yes,0,1,Stable (24-36),Medium,Stable(0-2),0,0.24099815754011464,Low
3882,15,107.09,1606.35,Month-to-month,Cash,Fiber,No,No,1,1,Adapting (12-24),High,Stable(0-2),1,0.7257269401232039,High
3883,16,42.08,673.28,Month-to-month,Upi,Dsl,No,Yes,2,0,Adapting (12-24),Medium,Stable(0-2),0,0.14482862897303062,Low
3884,13,99.17,1289.21,Month-to-month,Upi,Fiber,No,No,0,1,Adapting (12-24),High,Stable(0-2),1,0.7191693419516563,High
3885,35,38.52,1348.2,One year,Debit,Fiber,No,No,2,0,Stable (24-36),Medium,Stable(0-2),0,0.14576241785353777,Low
3886,59,101.54,5990.86,One year,Upi,Fiber,Yes,No,1,0,Loyal (36-60),High,Stable(0-2),0,0.14483212232354473,Low
3887,21,81.45,1710.45,Month-to-month,Credit,Fiber,Yes,No,6,1,Adapting (12-24),High,Critic(4+),1,0.6274034613038701,Medium
3888,54,29.8,1609.2,Month-to-month,Cash,Dsl,Yes,Yes,2,0,Loyal (36-60),Medium,Stable(0-2),0,0.13609713849871605,Low
3889,30,109.53,3285.9,One year,Credit,Fiber,Yes,No,2,0,Stable (24-36),High,Stable(0-2),0,0.10928221987228175,Low
3890,48,77.8,3734.4,One year,Upi,Fiber,No,No,0,0,Loyal (36-60),High,Stable(0-2),0,0.15932323641580518,Low
3891,35,85.62,2996.7,Month-to-month,Credit,Fiber,Yes,No,0,0,Stable (24-36),High,Stable(0-2),0,0.25927172185076663,Low
3892,38,48.35,1837.3,Month-to-month,Cash,Dsl,No,Yes,1,0,Loyal (36-60),Medium,Stable(0-2),0,0.16047876154337293,Low
3893,31,107.16,3321.96,One year,Upi,Dsl,Yes,No,1,0,Stable (24-36),High,Stable(0-2),0,0.11933364936849927,Low
3894,24,74.52,1788.48,Month-to-month,Credit,Fiber,No,Yes,2,1,Stable (24-36),High,Stable(0-2),0,0.2600040828494574,Low
3895,49,62.11,3043.39,Month-to-month,Upi,Fiber,No,Yes,3,1,Loyal (36-60),Medium,Atention(2-4),1,0.7134250849028412,High
3896,32,73.43,2349.76,One year,Upi,Dsl,No,No,0,0,Stable (24-36),High,Stable(0-2),0,0.15125975432154082,Low
3897,55,90.33,4968.15,One year,Credit,Fiber,Yes,Yes,2,0,Loyal (36-60),High,Stable(0-2),0,0.18474038136797935,Low
3898,58,89.5,5191.0,One year,Upi,Fiber,No,Yes,0,1,Loyal (36-60),High,Stable(0-2),0,0.28543161394349786,Low
3899,3,55.76,167.28,Month-to-month,Credit,Fiber,Yes,Yes,1,0,New (0-12),Medium,Stable(0-2),0,0.2388915026910727,Low
3900,69,58.53,4038.57,Two year,Cash,Fiber,Yes,Yes,1,0,Veteran (+60),Medium,Stable(0-2),0,0.10985988380476011,Low
3901,10,76.22,762.2,Month-to-month,Upi,Unknow,No,No,2,0,New (0-12),High,Stable(0-2),0,0.21833884998845066,Low
3902,25,112.44,2811.0,Month-to-month,Credit,Fiber,Yes,No,2,0,Stable (24-36),High,Stable(0-2),0,0.24683043183311326,Low
3903,68,94.54,6428.72,Month-to-month,Cash,Dsl,Yes,Yes,3,1,Veteran (+60),High,Atention(2-4),1,0.6947033287302739,Medium
3904,61,59.04,3601.44,Month-to-month,Debit,Fiber,No,Yes,2,0,Veteran (+60),Medium,Stable(0-2),0,0.15514268873655668,Low
3905,29,53.7,1557.3,Month-to-month,Upi,Fiber,No,Yes,1,0,Stable (24-36),Medium,Stable(0-2),0,0.14760912751575558,Low
3906,19,72.36,1374.84,Month-to-month,Cash,Dsl,No,No,0,0,Adapting (12-24),High,Stable(0-2),0,0.21726723588174124,Low
3907,43,107.0,4601.0,Month-to-month,Upi,Fiber,No,Yes,0,1,Loyal (36-60),High,Stable(0-2),1,0.6942410066388531,Medium
3908,66,20.87,1377.42,Month-to-month,Upi,Dsl,No,No,4,1,Veteran (+60),Medium,Atention(2-4),1,0.8269923521059865,High
3909,61,91.05,5554.05,One year,Debit,Fiber,No,No,1,0,Veteran (+60),High,Stable(0-2),0,0.22882838451947948,Low
3910,43,49.45,2126.35,Two year,Cash,Fiber,No,Yes,1,1,Loyal (36-60),Medium,Stable(0-2),0,0.1653947547913364,Low
3911,25,40.84,1021.0,Month-to-month,Upi,Fiber,No,Yes,2,0,Stable (24-36),Medium,Stable(0-2),0,0.1527526418798133,Low
3912,20,21.21,424.2,Two year,Cash,Fiber,No,Yes,1,1,Adapting (12-24),Medium,Stable(0-2),0,0.30248644548418674,Medium
3913,48,109.66,5263.68,Two year,Debit,Fiber,No,Yes,0,0,Loyal (36-60),High,Stable(0-2),0,0.24500704790018285,Low
3914,24,111.22,2669.28,Month-to-month,Cash,Fiber,Yes,Yes,2,1,Stable (24-36),High,Stable(0-2),0,0.2780251269492757,Low
3915,11,26.14,287.54,Two year,Debit,Dsl,Yes,Yes,2,0,New (0-12),Medium,Stable(0-2),0,0.19708191465518504,Low
3916,55,72.18,3969.9,Month-to-month,Cash,Fiber,No,No,1,1,Loyal (36-60),High,Stable(0-2),0,0.20337580881631007,Low
3917,28,35.26,987.28,Two year,Debit,Dsl,No,No,3,0,Stable (24-36),Medium,Atention(2-4),0,0.294273189386826,Low
3918,69,95.87,6615.03,Two year,Cash,Fiber,No,No,2,0,Veteran (+60),High,Stable(0-2),0,0.3058358630386535,Medium
3919,63,86.54,5452.02,Two year,Credit,Dsl,Yes,No,1,0,Veteran (+60),High,Stable(0-2),0,0.14400006307150562,Low
3920,59,49.71,2932.89,Month-to-month,Credit,Dsl,No,Yes,3,1,Loyal (36-60),Medium,Atention(2-4),1,0.6986982215758057,Medium
3921,5,31.7,158.5,One year,Upi,Fiber,Yes,Yes,1,1,New (0-12),Medium,Stable(0-2),0,0.10831183561441352,Low
3922,51,103.12,5259.12,Month-to-month,Debit,Fiber,No,No,2,1,Loyal (36-60),High,Stable(0-2),1,0.7170068384963764,High
3923,21,87.43,1836.03,Month-to-month,Upi,Fiber,No,Yes,5,1,Adapting (12-24),High,Critic(4+),1,0.7894773141977837,High
3924,12,20.68,248.16,Month-to-month,Credit,Fiber,No,Yes,2,0,Adapting (12-24),Medium,Stable(0-2),0,0.15742442036648013,Low
3925,50,82.79,4139.5,Month-to-month,Upi,Dsl,Yes,Yes,1,0,Loyal (36-60),High,Stable(0-2),0,0.28261949583074236,Low
3926,4,101.03,404.12,One year,Cash,Dsl,No,Yes,3,0,New (0-12),High,Atention(2-4),1,0.6080412764150344,Medium
3927,42,79.08,3321.36,One year,Debit,Unknow,Yes,Yes,2,0,Loyal (36-60),High,Stable(0-2),0,0.14726975146928936,Low
3928,38,62.47,2373.86,Two year,Debit,Fiber,No,Yes,0,0,Loyal (36-60),Medium,Stable(0-2),0,0.15055239033209336,Low
3929,25,78.39,1959.75,Month-to-month,Cash,Fiber,No,No,1,0,Stable (24-36),High,Stable(0-2),0,0.19403199064024995,Low
3930,14,81.97,1147.58,One year,Debit,Dsl,Yes,Yes,0,0,Adapting (12-24),High,Stable(0-2),0,0.2099313986369582,Low
3931,32,84.0,2688.0,One year,Debit,Fiber,Yes,No,0,0,Stable (24-36),High,Stable(0-2),0,0.15417400704093945,Low
3932,11,116.7,1283.7,Month-to-month,Upi,Fiber,Yes,Yes,5,1,New (0-12),High,Critic(4+),1,0.6243335568302613,Medium
3933,61,37.86,2309.46,Month-to-month,Debit,Dsl,No,No,3,1,Veteran (+60),Medium,Atention(2-4),1,0.7575161247077496,High
3934,18,82.31,1481.58,Month-to-month,Credit,Unknow,No,No,0,1,Adapting (12-24),High,Stable(0-2),1,0.7093839268080001,High
3935,27,38.8,1047.6,Two year,Cash,Fiber,No,No,2,1,Stable (24-36),Medium,Stable(0-2),0,0.16674679908228376,Low
3936,55,41.0,2255.0,Two year,Debit,Fiber,No,No,1,0,Loyal (36-60),Medium,Stable(0-2),0,0.14906115220345073,Low
3937,54,86.93,4694.22,One year,Credit,Fiber,No,No,3,1,Loyal (36-60),High,Atention(2-4),1,0.8334613753908124,High
3938,21,111.6,2343.6,Month-to-month,Cash,Unknow,Yes,No,3,1,Adapting (12-24),High,Atention(2-4),1,0.7700176543405322,High
3939,44,35.9,1579.6,Month-to-month,Upi,Dsl,Yes,Yes,0,0,Loyal (36-60),Medium,Stable(0-2),0,0.1395523297827745,Low
3940,5,116.25,581.25,Two year,Upi,Fiber,No,No,2,1,New (0-12),High,Stable(0-2),1,0.7685082879717288,High
3941,41,51.94,2129.54,Month-to-month,Upi,Fiber,No,No,4,0,Loyal (36-60),Medium,Atention(2-4),1,0.6958287834303297,Medium
3942,59,59.13,3488.67,Month-to-month,Upi,Dsl,No,No,1,0,Loyal (36-60),Medium,Stable(0-2),0,0.14789917179251502,Low
3943,54,35.37,1909.98,Month-to-month,Credit,Fiber,Yes,Yes,1,0,Loyal (36-60),Medium,Stable(0-2),0,0.14590063193885755,Low
3944,22,81.58,1794.76,Two year,Credit,Dsl,Yes,No,0,1,Adapting (12-24),High,Stable(0-2),0,0.26280117640137896,Low
3945,65,79.64,5176.6,Month-to-month,Debit,Dsl,Yes,Yes,1,0,Veteran (+60),High,Stable(0-2),0,0.1703645453884271,Low
3946,64,64.23,4110.72,Month-to-month,Debit,Fiber,Yes,Yes,2,0,Veteran (+60),Medium,Stable(0-2),0,0.126489105344371,Low
3947,71,67.61,4800.31,One year,Upi,Fiber,No,No,3,0,Veteran (+60),Medium,Atention(2-4),0,0.3046405304133591,Medium
3948,4,82.3,329.2,Month-to-month,Cash,Fiber,No,No,2,1,New (0-12),High,Stable(0-2),1,0.8658214778691138,High
3949,65,78.35,5092.75,Two year,Cash,Dsl,Yes,No,0,0,Veteran (+60),High,Stable(0-2),0,0.15670560006302248,Low
3950,15,57.43,861.45,Month-to-month,Upi,Unknow,No,No,2,0,Adapting (12-24),Medium,Stable(0-2),0,0.11953628484150403,Low
3951,22,108.41,2385.02,Two year,Credit,Fiber,No,Yes,1,0,Adapting (12-24),High,Stable(0-2),0,0.271641652576427,Low
3952,47,86.77,4078.19,One year,Credit,Fiber,Yes,No,1,0,Loyal (36-60),High,Stable(0-2),0,0.1498555801776981,Low
3953,46,40.54,1864.84,One year,Upi,Dsl,No,Yes,0,0,Loyal (36-60),Medium,Stable(0-2),0,0.162365619895428,Low
3954,14,51.99,727.86,Two year,Upi,Dsl,Yes,No,2,0,Adapting (12-24),Medium,Stable(0-2),0,0.13951537147939416,Low
